annual_inc,bc_util,chargeoff_within_12_mths,dti,inq_last_6mths,mths_since_last_delinq,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,revol_bal,total_acc,int_rate,verification_status,home_ownership,term,TARGET
120000,71,0,15.63,1,81,0,0,0,444097,43400,34898,100,74932,33,13.33,Verified,OWN, 60 months,0
154546,73.3,0,11.18,0,74,0,0,0,294820,35100,18656,100,26263,48,7.89,Source Verified,MORTGAGE, 36 months,0
36000,18,0,20.33,1,18,0,0,0,51200,36200,1656,100,6510,14,6.39,Source Verified,RENT, 36 months,0
35000,32.2,0,20.88,1,18,0,1,0,90416,13400,2335,98.4,4820,71,12.29,Source Verified,RENT, 36 months,0
125000,81.2,0,14.56,1,53,1,1,0,341750,11000,27265,91.3,8934,26,13.33,Verified,MORTGAGE, 36 months,0
105000,83.4,0,13.87,1,43,0,0,0,66824,27000,3215,95.5,23212,22,16.55,Source Verified,RENT, 36 months,0
74490,20.9,0,13.93,0,51,2,0,0,50558,15400,3328,85.7,3213,21,20.49,Source Verified,RENT, 60 months,1
54000,85.5,0,32.02,1,48,0,0,0,253666,20800,19236,98.1,20944,52,18.84,Not Verified,OWN, 36 months,0
90000,47.1,0,30.19,1,36,0,1,0,293929,46400,17871,92,61147,25,13.99,Source Verified,RENT, 60 months,0
58000,97.2,0,17.28,1,18,0,0,0,33455,7100,4872,100,13369,13,8.18,Source Verified,MORTGAGE, 36 months,1
36000,10.2,0,17.13,5,62,4,0,0,202958,19800,3005,96.6,6904,60,17.57,Verified,MORTGAGE, 36 months,0
70000,44.6,0,5.79,0,18,0,0,1,365396,12700,40699,100,5662,19,6.39,Source Verified,MORTGAGE, 36 months,0
60000,39.7,0,20.64,1,28,3,0,0,69396,28700,1704,81.2,12668,32,22.99,Source Verified,RENT, 60 months,0
99700,57.3,0,22.45,0,41,2,0,0,215976,7600,11734,76.7,31923,30,13.99,Not Verified,MORTGAGE, 60 months,0
42000,62,0,30.23,1,58,2,0,0,57073,12400,2451,92,7976,25,8.18,Verified,RENT, 36 months,0
55318,77.6,0,24.43,0,15,3,1,0,281064,9200,21415,100,8113,33,13.99,Not Verified,MORTGAGE, 60 months,0
85000,10.5,0,27.19,1,1,0,0,0,318937,7800,13264,88.6,6887,38,19.52,Verified,RENT, 60 months,1
31200,97.9,0,23.52,1,36,0,0,0,136774,8300,11372,100,8609,17,14.65,Not Verified,MORTGAGE, 36 months,0
94000,49.7,0,31.01,1,29,0,0,0,725368,34400,26959,93.3,29711,45,10.99,Source Verified,MORTGAGE, 36 months,0
45000,9,0,1.97,1,16,0,0,0,54200,54200,815,100,4891,11,6.92,Source Verified,RENT, 36 months,0
90000,63.8,0,31.15,0,8,1,0,0,548427,27700,26663,84.2,26050,39,9.17,Not Verified,MORTGAGE, 36 months,0
128000,16.9,0,21.56,1,13,0,0,0,456946,28700,16962,100,6743,53,6.39,Not Verified,MORTGAGE, 36 months,0
78000,98.1,0,18.78,0,19,0,0,0,78224,11700,3677,100,15690,28,11.53,Source Verified,RENT, 36 months,0
55000,9.3,0,11.96,0,73,0,1,0,26015,7700,2361,100,972,16,12.69,Source Verified,RENT, 36 months,0
65800,86.7,0,25.46,2,31,1,0,0,69500,37600,4357,97.1,34262,35,13.33,Verified,MORTGAGE, 36 months,0
48000,35.4,0,14.8,1,60,11,1,0,35800,28100,911,75.6,11842,45,6.68,Source Verified,OWN, 36 months,0
47500,4.3,0,0.63,1,81,0,0,2,40660,11600,8010,91.3,497,23,16.99,Verified,RENT, 60 months,0
29680,14.5,0,12.01,0,6,0,0,0,17700,11600,477,100,3444,20,12.29,Not Verified,RENT, 36 months,0
65000,44.5,0,10.62,1,2,0,0,0,272500,56500,14634,80,28469,35,13.33,Source Verified,MORTGAGE, 36 months,0
47000,100.7,0,17.42,0,39,0,0,0,233599,10100,55688,100,25011,20,16.99,Not Verified,MORTGAGE, 60 months,1
39000,44.5,0,15.41,0,17,0,0,0,34888,6000,1990,90.9,3928,11,10.99,Not Verified,RENT, 36 months,0
63148,88.1,0,15.96,0,7,0,0,0,85318,57800,3163,92.3,9991,14,12.29,Source Verified,RENT, 36 months,1
48000,77.7,0,30.83,0,52,0,0,0,185735,7000,12732,100,7540,50,8.18,Not Verified,RENT, 36 months,0
85000,53.7,0,19.46,0,20,0,0,0,63598,17900,1719,100,11805,34,11.53,Not Verified,RENT, 36 months,0
58000,9.7,0,35.9,0,79,0,0,0,150513,16200,8840,100,2872,23,16.55,Verified,MORTGAGE, 36 months,1
138000,46.1,0,10.82,0,47,0,0,0,239751,3500,16029,100,1613,65,7.89,Source Verified,MORTGAGE, 36 months,0
45000,68.4,0,5.89,2,32,1,0,0,10900,8000,1006,94.4,6035,18,12.29,Not Verified,RENT, 36 months,0
120000,12.4,0,11.37,0,60,6,1,0,58405,8200,3503,87.2,2379,51,14.65,Verified,RENT, 60 months,0
3.00E+05,21.9,0,4.47,0,51,5,0,0,858307,14500,65162,88.1,107396,42,15.61,Verified,MORTGAGE, 36 months,0
73500,52.2,0,16.73,2,22,0,0,0,276090,9000,13878,94.3,6112,54,12.69,Verified,RENT, 36 months,0
120000,100,0,8.89,0,42,0,0,0,659400,8000,81885,100,95079,24,15.61,Verified,MORTGAGE, 36 months,0
75000,49.3,0,12.96,0,31,0,1,0,193923,1500,18939,100,1280,28,8.18,Not Verified,MORTGAGE, 36 months,0
51000,71.1,0,18.75,1,10,0,0,0,43900,3500,4811,100,9402,18,12.69,Source Verified,RENT, 36 months,0
62000,65.6,1,32.06,1,11,3,0,0,115755,19100,3580,91.9,13373,37,9.99,Source Verified,RENT, 36 months,0
48734,95.6,0,14.41,1,38,0,0,0,50640,1600,6376,100,1529,15,16.55,Not Verified,RENT, 36 months,0
36000,24.8,0,26,1,80,0,0,0,211120,36000,20612,100,9159,27,8.18,Not Verified,MORTGAGE, 36 months,0
61000,95.3,0,27.74,0,31,1,0,0,166344,5600,13897,95.5,10189,50,16.55,Verified,RENT, 36 months,0
65000,46.2,0,29.45,0,27,0,0,0,213570,50700,7823,100,23406,26,7.89,Source Verified,RENT, 60 months,0
79550,84.8,0,31.68,0,12,0,0,0,529007,16300,23284,100,29536,52,12.29,Source Verified,MORTGAGE, 36 months,0
160000,86.3,0,9.82,2,17,1,0,2,70327,4100,8568,95.5,11097,23,13.33,Source Verified,RENT, 36 months,0
40000,39.1,0,20.58,1,19,0,1,0,198490,4300,10530,96,3446,32,8.18,Not Verified,MORTGAGE, 36 months,0
65000,92.6,0,32.53,0,33,1,0,0,233885,54600,11266,97.9,55279,48,20.49,Verified,MORTGAGE, 36 months,0
39000,79.3,0,7.29,2,53,0,0,0,69900,6900,6632,100,8289,16,15.61,Not Verified,MORTGAGE, 36 months,0
83400,94.7,0,23.84,1,71,1,0,0,55225,5300,2225,97,11144,33,18.84,Verified,RENT, 60 months,0
41000,99.9,0,33.73,2,39,0,0,0,56283,6800,3856,100,25072,23,16.99,Verified,RENT, 36 months,0
90000,88.5,0,25.2,0,7,0,0,0,291811,4400,21836,100,8446,22,15.61,Source Verified,MORTGAGE, 60 months,0
122500,57.3,0,14.97,0,13,0,0,0,217800,96100,8034,100,64239,43,18.25,Verified,OWN, 60 months,0
238697,84.8,0,7.56,1,20,0,0,1,442088,7800,35503,88.5,8408,28,14.65,Verified,OWN, 36 months,0
39600,36.5,0,6.82,2,29,0,0,0,34100,32800,1330,100,11970,12,16.99,Verified,MORTGAGE, 36 months,0
94800,80.5,0,15.35,0,17,0,0,0,78056,25000,11809,92.3,20129,13,11.53,Verified,MORTGAGE, 36 months,0
60000,31.6,0,27.8,3,25,2,1,0,93620,33800,1275,94.3,13682,54,16.55,Verified,RENT, 36 months,0
128000,21.3,0,23.62,3,56,0,1,0,516578,22000,18425,100,23249,62,20.49,Verified,MORTGAGE, 60 months,0
73378,57.3,0,7.62,0,4,0,0,0,127686,9100,9490,92,12268,26,16.55,Source Verified,MORTGAGE, 60 months,0
35600,90.5,0,19.55,1,37,1,0,0,25900,6800,1705,96.8,8241,31,12.29,Source Verified,RENT, 36 months,0
312000,34.3,0,15.62,4,12,0,0,0,1326700,128600,57968,100,85789,53,6.92,Source Verified,MORTGAGE, 36 months,0
72000,3.4,0,13,3,76,0,1,0,231620,26300,12944,100,2421,25,13.99,Verified,MORTGAGE, 36 months,0
160000,60,0,10.7,0,72,0,0,0,509518,66000,38057,100,39749,19,12.29,Verified,MORTGAGE, 60 months,0
128000,99.5,0,15.93,0,31,2,0,0,699851,1500,48228,91.5,13124,59,13.33,Verified,MORTGAGE, 60 months,1
53000,93.3,0,22.62,0,54,1,1,0,240415,5500,10600,97.3,10989,38,21.67,Verified,OWN, 60 months,0
46000,97.4,0,39.34,0,43,0,0,0,138956,8500,14439,100,8703,17,9.99,Not Verified,MORTGAGE, 36 months,0
56000,22.7,0,7.25,2,78,1,0,0,75707,34600,4656,100,7855,20,12.69,Source Verified,MORTGAGE, 36 months,0
68540,16.4,0,20.4,0,20,0,0,0,607000,62500,41658,95.7,11207,23,13.33,Not Verified,OWN, 36 months,0
44000,50,0,34.56,1,9,0,0,0,56173,15500,5193,100,7757,42,16.55,Verified,RENT, 36 months,0
205000,78.5,0,13.6,0,11,0,0,0,430801,49900,33725,100,39149,39,7.89,Source Verified,MORTGAGE, 36 months,1
150000,36.3,0,14.02,2,13,0,0,0,399771,29100,35770,95.2,11688,42,9.99,Source Verified,MORTGAGE, 36 months,0
67000,94,0,35.2,0,30,0,0,0,90617,61700,7147,100,58298,25,15.61,Verified,RENT, 36 months,0
27000,58.9,0,38.27,0,47,0,0,0,121500,21800,5005,100,25143,35,9.17,Not Verified,MORTGAGE, 36 months,0
80000,28.5,0,9.92,0,16,0,0,0,40903,6200,2531,100,5412,12,19.52,Verified,RENT, 36 months,0
175000,55.6,0,11.67,0,46,0,0,0,127462,112500,4037,97.8,68161,47,6.39,Source Verified,RENT, 36 months,0
33000,67.4,0,19.71,0,10,0,1,0,23332,5000,957,100,4965,42,6.39,Source Verified,MORTGAGE, 36 months,0
235000,94.3,0,27.63,0,51,0,0,0,1000865,73700,43795,100,113567,35,17.57,Verified,MORTGAGE, 60 months,1
61000,0,0,15.4,3,39,0,0,0,167278,900,22353,100,9040,12,24.99,Verified,OWN, 36 months,0
50000,6.3,0,16.4,0,76,0,0,0,304072,49300,14144,97.8,3154,46,5.93,Source Verified,MORTGAGE, 36 months,0
125000,45.8,0,20.69,1,5,0,0,0,406892,19900,7838,98.8,17730,85,7.89,Not Verified,MORTGAGE, 36 months,0
103000,68,0,22.6,2,69,0,0,0,345472,14650,22522,97,15928,37,14.65,Not Verified,MORTGAGE, 36 months,0
42000,53.1,0,21.05,0,29,1,0,0,41421,5700,4160,66.7,3029,12,13.99,Not Verified,RENT, 36 months,1
55000,40.5,0,34.7,1,9,0,0,0,160383,95800,4266,97.1,39871,36,17.57,Verified,OWN, 36 months,0
150000,20.1,0,2.81,2,40,0,0,0,599500,45500,78092,100,105594,19,13.99,Verified,MORTGAGE, 36 months,0
55000,28.9,0,22.91,0,6,2,0,0,233476,13400,9616,83.9,6326,31,15.61,Not Verified,MORTGAGE, 36 months,0
120000,51.2,0,14.13,1,34,0,0,0,395574,3300,43043,86.7,3960,15,19.52,Source Verified,MORTGAGE, 36 months,1
63000,79.8,0,20.82,0,12,4,0,0,45530,21000,3603,87.2,16748,42,12.69,Source Verified,MORTGAGE, 36 months,1
30000,37.1,0,11.12,0,57,1,0,0,75506,22300,3895,96.3,8267,28,7.89,Source Verified,RENT, 36 months,0
73000,76.2,0,16.67,0,73,0,0,0,109468,3000,10122,100,3173,20,13.99,Source Verified,RENT, 36 months,0
103000,90.5,0,6.79,0,28,0,0,0,103297,20700,6363,97.2,22244,39,12.29,Verified,RENT, 36 months,1
60000,39.2,0,11.66,1,29,0,0,0,489910,72100,37840,90.9,28231,22,23.99,Source Verified,MORTGAGE, 60 months,0
78000,44.7,0,23.63,1,8,0,0,0,112177,36400,2461,100,19352,31,7.89,Source Verified,RENT, 36 months,1
120000,58.5,0,13.57,0,45,1,0,0,227801,21200,8917,96.2,12411,26,6.92,Source Verified,MORTGAGE, 36 months,0
33000,58.8,0,29.38,1,8,0,0,0,45586,16100,3384,100,9474,19,22.99,Verified,OWN, 60 months,0
268000,61.6,0,7.01,1,45,0,0,0,764396,39000,78114,100,24019,43,12.69,Verified,OWN, 60 months,0
135000,67.6,0,34.87,1,67,0,0,0,883644,76200,25386,98.3,250956,60,17.57,Verified,MORTGAGE, 60 months,0
53000,0,0,12.84,0,52,0,0,0,139944,1500,18983,95.5,300,22,12.69,Source Verified,MORTGAGE, 60 months,1
36000,19.3,0,19.23,0,59,2,0,0,46193,4700,4565,78.9,1564,19,10.99,Verified,RENT, 36 months,1
54000,38.1,0,4.89,0,71,2,1,0,180083,13200,13289,95.2,5368,52,18.84,Verified,MORTGAGE, 60 months,0
60000,41.2,0,8.94,0,16,0,0,0,169539,45400,16120,100,19031,16,16.55,Verified,MORTGAGE, 36 months,1
31000,94.5,0,18.51,1,38,0,0,0,15124,4900,2602,100,5186,15,13.33,Not Verified,RENT, 36 months,0
62256,0.9,0,18.85,4,59,1,1,0,131351,5800,11171,97.9,55,61,13.99,Verified,MORTGAGE, 36 months,0
72000,2.5,0,14.02,0,27,1,0,0,62462,6200,2438,82.9,2293,36,6.68,Verified,RENT, 36 months,1
110000,84.6,0,28.78,1,61,0,0,0,344323,35000,11561,100,42917,71,13.99,Verified,MORTGAGE, 36 months,0
33877.6,47.1,0,24.73,0,17,0,0,0,33375,7700,1035,92.3,3681,26,17.86,Verified,RENT, 36 months,1
56000,98.1,0,39.46,1,66,0,0,0,65440,17500,3085,100,22137,31,18.25,Source Verified,RENT, 60 months,0
56900,95.1,0,23.08,0,11,1,0,0,204990,22600,13269,87,24356,23,13.99,Source Verified,MORTGAGE, 60 months,1
260000,11.2,0,5.82,0,25,0,0,0,701131,39700,111631,85.7,23050,14,12.29,Verified,MORTGAGE, 36 months,0
57000,48.1,0,21.89,0,31,0,0,0,146056,22800,11778,100,11310,22,15.61,Source Verified,OWN, 60 months,0
37000,87.1,0,3.67,1,65,0,0,0,9694,3300,2619,100,2873,4,13.99,Verified,RENT, 36 months,0
77000,78.9,0,18.27,0,46,0,1,1,50178,7200,4204,100,8133,14,7.89,Source Verified,RENT, 36 months,0
82000,85.9,0,22.28,2,43,0,0,0,514750,83600,59288,84.2,53906,19,16.55,Not Verified,MORTGAGE, 60 months,0
92400,76.2,1,10.36,0,54,5,0,0,208301,5900,17471,89.1,7025,47,12.69,Source Verified,MORTGAGE, 60 months,0
49000,37.5,0,20.92,2,37,2,0,0,54243,7400,3419,82.4,4223,36,9.17,Not Verified,RENT, 36 months,0
70200,82.2,0,10.07,0,61,0,0,0,109023,7600,7900,100,8259,19,11.53,Not Verified,RENT, 36 months,0
45000,86.4,0,37.81,1,10,0,0,0,63931,2300,3646,100,9488,22,13.99,Verified,MORTGAGE, 36 months,1
42000,39.5,0,12.77,0,71,1,0,0,102203,5800,17685,92.9,2289,14,17.57,Not Verified,MORTGAGE, 60 months,0
75000,96.5,0,21.28,0,7,0,0,0,200991,18800,13293,100,23659,24,21.67,Verified,MORTGAGE, 60 months,0
108000,30.8,0,10.67,0,10,0,0,0,347289,31800,17839,100,9793,39,5.93,Not Verified,MORTGAGE, 36 months,0
91000,55.8,0,19.95,1,28,3,0,0,102185,42700,5007,88.2,25675,34,9.17,Source Verified,RENT, 60 months,0
180000,78.2,0,3.64,0,22,0,0,0,436445,9000,100643,63.6,9446,11,10.99,Verified,MORTGAGE, 60 months,0
62000,35.8,0,15.13,1,29,0,0,0,114744,84500,3707,100,30315,39,9.99,Source Verified,RENT, 60 months,0
150000,60,0,20.86,1,62,0,0,0,151632,108200,6123,97,64920,34,9.99,Not Verified,RENT, 36 months,1
53000,36.2,0,17.75,0,25,0,0,0,305389,22000,27414,100,7959,29,12.29,Not Verified,RENT, 36 months,0
72000,75.5,0,31.65,0,23,0,0,0,340169,31200,17744,100,37546,46,6.68,Verified,MORTGAGE, 36 months,0
74500,97.8,0,33.07,1,30,0,1,0,76248,13200,5409,100,32663,14,14.65,Source Verified,RENT, 36 months,1
35000,99.8,0,6.48,0,30,0,0,0,10500,7500,1322,100,7930,12,20.49,Source Verified,RENT, 60 months,0
42000,93.5,0,28.29,0,56,2,0,0,45176,1800,9178,89.5,1683,20,17.86,Source Verified,RENT, 36 months,1
145000,30,4,16.21,0,2,4,0,0,233280,4000,15307,81,1202,25,20.49,Source Verified,RENT, 60 months,1
50000,89.9,0,5.3,0,48,0,0,1,6400,3600,1135,100,3235,8,9.17,Source Verified,RENT, 36 months,0
45000,0.9,0,20.27,0,61,0,0,0,181310,54900,10659,100,520,12,14.65,Source Verified,MORTGAGE, 60 months,0
1.00E+05,1.5,0,21.9,0,57,1,0,0,126433,8800,8860,96.2,4835,52,10.99,Not Verified,RENT, 36 months,0
62000,19.4,0,16.47,0,81,0,1,0,59618,7200,1968,100,2596,44,6.92,Source Verified,RENT, 36 months,0
95000,40.2,0,12.34,0,40,2,0,0,79600,49100,1712,95.8,21688,48,7.89,Source Verified,MORTGAGE, 36 months,0
105000,5.6,0,19.66,0,16,0,0,1,361436,5100,27978,94.4,287,18,8.18,Verified,MORTGAGE, 36 months,0
130000,11.6,0,0.9,1,21,0,0,0,355450,13700,47355,100,4094,19,6.68,Not Verified,MORTGAGE, 36 months,0
104000,97.3,0,25.58,0,20,0,0,0,216121,27000,19280,100,27932,27,17.86,Not Verified,MORTGAGE, 60 months,1
108000,60.7,0,10.51,0,23,1,0,0,58804,27600,3820,94.4,21043,18,9.99,Source Verified,RENT, 36 months,0
60000,13.1,0,24.3,2,23,2,0,0,94415,49100,1675,95,9199,40,17.57,Verified,RENT, 36 months,0
85084,54,0,30.85,0,18,0,0,0,347596,28700,18995,97.8,21443,45,14.65,Not Verified,MORTGAGE, 60 months,1
69000,51.1,0,18.63,0,6,0,0,0,198495,50700,11478,100,44084,24,8.18,Not Verified,MORTGAGE, 36 months,0
37000,2.9,0,3.24,0,52,0,0,0,48100,41000,119,100,1186,23,6.68,Verified,MORTGAGE, 36 months,0
53000,39.2,0,17.07,0,37,1,0,0,234319,0,33524,78.9,3933,20,12.69,Not Verified,MORTGAGE, 36 months,1
115000,81.5,0,19.68,0,9,1,0,0,488360,15900,39108,92.1,15873,38,8.18,Source Verified,MORTGAGE, 36 months,0
36000,98.8,0,7.37,3,75,0,0,0,6400,6400,1581,100,6324,5,20.49,Verified,RENT, 60 months,1
225000,25.2,0,8.25,0,34,0,0,0,1591124,94000,134631,100,37937,29,12.69,Source Verified,MORTGAGE, 60 months,0
37000,43,0,22.77,0,12,0,0,0,91508,50800,3789,100,17048,30,6.39,Not Verified,RENT, 36 months,0
42764,81,0,23.83,1,28,0,0,0,180562,15300,8169,100,21082,53,13.33,Not Verified,MORTGAGE, 36 months,0
90000,35.9,0,22.16,0,26,0,1,0,269164,6400,17280,97.2,4878,45,13.99,Verified,MORTGAGE, 36 months,0
77000,50.1,0,13.23,0,49,0,0,0,117858,1500,5380,92.9,3604,28,12.69,Source Verified,MORTGAGE, 36 months,1
80000,97.5,0,10.53,0,1,1,0,0,53194,17000,2552,95.5,16785,22,13.99,Source Verified,RENT, 36 months,0
12000,57.2,0,19,0,6,0,0,0,6100,2500,375,100,2622,8,9.99,Verified,MORTGAGE, 36 months,0
85000,44.1,0,12.11,0,11,1,0,0,224104,41500,24866,91.7,18791,36,17.86,Source Verified,MORTGAGE, 60 months,0
46000,95.9,0,6.42,0,15,0,0,0,10500,9200,1681,100,10086,7,12.29,Verified,RENT, 36 months,1
53000,37.4,0,29.62,0,11,0,0,0,171555,3300,19765,100,4449,10,15.61,Verified,MORTGAGE, 36 months,0
59000,67.5,0,20.59,2,16,0,1,0,173246,21900,9110,100,14772,28,12.29,Source Verified,MORTGAGE, 60 months,0
32000,29.3,0,28.24,0,37,0,0,0,57700,31600,1809,100,9505,20,13.99,Source Verified,RENT, 36 months,0
35000,38.9,0,10.19,1,41,0,1,0,124557,8200,10721,100,6185,40,9.17,Not Verified,MORTGAGE, 36 months,0
135000,93.4,0,7.22,0,12,0,0,0,31328,14000,8851,100,13075,4,9.99,Source Verified,RENT, 36 months,0
55000,69.8,0,15.75,0,47,0,0,0,188168,5200,20638,94.1,11053,17,7.89,Not Verified,MORTGAGE, 36 months,0
85000,95.5,0,16.01,0,58,0,0,0,52553,7000,8599,100,7594,8,16.55,Not Verified,RENT, 36 months,0
100400,21.9,0,5.72,0,1,0,0,0,404121,108900,22674,100,20142,22,7.89,Source Verified,MORTGAGE, 60 months,0
80000,48,0,27.57,2,11,0,0,0,383833,30575,12076,91,21650,34,16.99,Verified,MORTGAGE, 36 months,1
50000,35.7,0,19.51,0,77,3,0,0,240062,7500,22287,90.6,2899,32,11.53,Verified,MORTGAGE, 60 months,0
103590,99.1,0,14.87,0,7,0,0,0,59100,34000,14237,100,48903,12,15.61,Verified,RENT, 60 months,0
40000,87,0,9.99,1,24,0,1,0,9556,2600,774,83,3149,18,17.86,Not Verified,RENT, 36 months,0
92000,97.9,0,6.78,0,47,0,0,0,58400,8000,13617,100,54469,11,15.61,Verified,MORTGAGE, 60 months,0
50000,65.8,0,12.19,0,15,0,0,0,43800,24300,1142,96.4,21694,29,9.17,Not Verified,RENT, 36 months,0
70000,58.4,0,18.24,0,30,0,0,0,277292,20600,14422,90.6,13024,32,6.92,Not Verified,MORTGAGE, 36 months,0
91657,12.9,0,12.11,0,13,0,0,0,304200,65000,12487,100,8537,37,7.89,Verified,MORTGAGE, 60 months,0
50000,8.8,0,25.3,1,35,3,1,0,68100,30600,3215,87.9,3221,33,10.99,Not Verified,MORTGAGE, 36 months,0
50000,46.5,0,38.36,2,50,1,0,0,230884,24500,15389,95.2,11387,21,17.57,Source Verified,MORTGAGE, 60 months,0
138100,13.5,0,6.73,0,45,5,0,0,408432,13900,41610,76.5,1881,27,7.89,Not Verified,MORTGAGE, 36 months,0
110000,44.5,0,17.94,0,8,0,0,0,87399,22400,4522,100,10585,32,6.92,Source Verified,RENT, 36 months,0
77000,89.7,0,24.13,0,11,0,0,0,229158,16600,22287,94.1,14897,17,20.49,Source Verified,MORTGAGE, 60 months,0
120000,98.4,0,15.68,1,78,1,0,0,123113,18500,7847,97.5,26674,41,14.65,Verified,MORTGAGE, 36 months,0
55000,56.7,0,21.6,0,12,0,0,0,148395,9400,8831,100,5539,23,6.39,Source Verified,MORTGAGE, 36 months,0
31000,75.3,0,10.57,0,8,0,0,0,95378,7500,4916,100,6202,24,9.17,Source Verified,MORTGAGE, 36 months,0
25000,19,0,34.66,0,17,0,0,0,48125,13900,1547,100,2881,18,17.57,Verified,OWN, 36 months,1
85000,85,0,18.55,5,33,0,0,0,188905,3700,5830,91,14181,53,17.86,Verified,MORTGAGE, 36 months,0
87000,96.8,0,37.85,0,38,0,0,0,240868,40400,14876,100,78492,22,16.99,Verified,MORTGAGE, 60 months,0
76960,99.8,0,29.06,0,54,0,0,0,232457,32800,18357,100,34905,26,13.99,Verified,MORTGAGE, 36 months,1
64800,81.8,0,23.74,0,20,0,1,0,87012,13300,6873,100,14160,35,11.53,Source Verified,RENT, 36 months,0
77580,49.4,0,10.22,2,44,0,1,0,268838,6700,32595,100,3309,52,15.61,Source Verified,MORTGAGE, 36 months,1
95000,88,0,12.67,2,56,0,0,0,56837,16600,3851,90,16132,21,11.53,Source Verified,RENT, 36 months,0
32000,23.7,0,12.42,0,39,0,1,0,107254,14500,8753,100,3509,36,6.39,Not Verified,MORTGAGE, 36 months,0
75000,58.5,0,15.23,0,60,1,0,0,43268,10500,4947,94.4,6138,18,7.89,Source Verified,RENT, 36 months,0
65000,61.7,0,29.28,1,16,0,0,0,97049,39300,4497,100,25369,29,20.49,Verified,MORTGAGE, 36 months,1
112000,21.9,0,3.56,0,3,1,1,0,369400,11300,22684,94.3,4518,35,6.92,Not Verified,MORTGAGE, 36 months,0
58000,12.8,0,9.79,0,3,0,0,0,200200,8000,26918,100,3604,16,6.92,Not Verified,MORTGAGE, 36 months,0
28000,74.2,0,9.6,1,15,0,0,0,10400,7300,993,100,5960,9,12.69,Source Verified,RENT, 36 months,0
165000,72.8,0,18.6,0,62,1,0,0,495337,34300,33413,98.1,24958,55,6.39,Not Verified,MORTGAGE, 36 months,0
106313,83.9,0,14.97,0,7,0,0,0,327103,33700,32163,90,30389,21,12.69,Verified,MORTGAGE, 36 months,0
49000,92.2,0,16.12,0,39,0,0,0,29991,4100,4219,100,8503,13,6.92,Not Verified,MORTGAGE, 36 months,0
41000,1.2,0,17.97,1,69,2,0,0,44104,11400,1634,93.9,259,33,13.33,Source Verified,RENT, 36 months,0
45000,24.3,0,31.94,1,15,0,0,0,84800,22300,3615,100,5428,27,15.61,Source Verified,RENT, 60 months,0
50000,46.4,0,6.7,1,24,0,0,1,279559,26200,49075,100,12164,11,11.53,Source Verified,MORTGAGE, 60 months,0
68000,42,0,5.03,1,14,0,0,0,78545,10100,3539,100,4242,20,17.57,Source Verified,RENT, 36 months,1
65000,85.4,0,12.81,0,25,1,1,0,147392,3500,15461,92,2988,27,19.52,Not Verified,RENT, 60 months,1
185000,35.4,0,7.36,1,60,2,0,0,124348,47700,5042,88.9,16893,18,6.39,Source Verified,RENT, 36 months,0
65000,78.8,0,7.96,0,77,0,0,0,18642,11000,5297,100,8673,20,12.69,Not Verified,MORTGAGE, 36 months,0
68000,99.1,0,21.23,0,46,0,0,0,46000,24000,9392,100,23789,27,17.86,Verified,RENT, 36 months,1
46000,97.2,0,17.19,0,19,0,0,0,37829,11600,2040,94.1,15073,17,7.89,Not Verified,OWN, 36 months,0
120000,66,0,14.33,0,22,0,0,0,518223,15900,29155,100,29650,23,6.39,Not Verified,MORTGAGE, 36 months,0
45000,94,0,15.84,2,41,0,1,0,16070,5800,640,85,9613,33,15.61,Not Verified,MORTGAGE, 36 months,1
41000,57.4,0,17.42,0,29,0,1,0,79763,17000,4690,100,13213,35,7.89,Source Verified,RENT, 36 months,0
84000,24.1,0,13.28,2,27,0,0,0,294992,30900,14989,100,11867,22,8.18,Source Verified,MORTGAGE, 60 months,0
91000,34,0,14.53,2,73,0,0,0,287671,0,40002,98,8346,52,13.33,Verified,MORTGAGE, 36 months,0
71000,48.1,0,27.06,5,12,1,1,0,322513,21600,10714,98.6,11720,69,17.86,Verified,MORTGAGE, 36 months,0
90000,40.3,0,14.2,2,25,2,0,1,44300,16600,2723,85.2,12722,27,13.33,Verified,RENT, 36 months,0
32900,97.8,0,25.14,0,54,0,0,0,109225,7500,6649,100,10114,33,10.99,Not Verified,MORTGAGE, 36 months,0
19200,9.2,0,38.38,0,10,0,0,0,90621,52300,1197,100,5563,56,15.61,Source Verified,RENT, 36 months,0
35657,58.6,0,20.09,0,75,2,0,0,41516,23000,1298,88.9,15163,27,10.99,Verified,RENT, 36 months,1
60000,36.9,0,13.52,0,46,0,0,0,76105,35100,3166,92.3,12964,13,9.99,Source Verified,RENT, 60 months,0
40000,64.3,0,23.67,0,77,0,0,0,155438,18700,10969,100,12023,20,10.99,Not Verified,RENT, 36 months,0
60000,90.7,0,18.06,1,1,0,0,0,35500,16700,3557,100,18456,14,15.61,Not Verified,RENT, 36 months,0
70000,59.1,0,17.4,1,16,0,0,0,50002,8900,2892,100,8852,15,13.99,Not Verified,RENT, 36 months,1
49000,97.3,0,18.61,0,49,0,1,0,30200,1700,1116,100,12597,44,18.25,Verified,OWN, 60 months,1
81000,13.5,0,14.58,2,50,0,0,0,81239,28000,3746,100,4516,23,19.52,Verified,RENT, 60 months,0
